Postsecondary Enrollment,,,,,,,
,,,,,,,
,,,,,,,
Year,Level,Division,School,Subgroup,Students earning a federally recognized high school diploma,Students enrolled in higher education within 16 months of graduation,Percent
2019,SCH,Fairfax County Public Schools,Westfield High,Multiple Races,38,30,79
2019,SCH,Fairfax County Public Schools,Westfield High,Native Hawaiian,<,<,<
2019,SCH,Fairfax County Public Schools,Westfield High,Students with Disabilities,74,56,76
2019,SCH,Fairfax County Public Schools,Westfield High,White,253,228,90
2019,SCH,Fairfax County Public Schools,Woodson High,All Students,538,462,86
2019,SCH,Fairfax County Public Schools,Woodson High,American Indian,<,<,<
2019,SCH,Fairfax County Public Schools,Woodson High,Asian,145,129,89
2019,SCH,Fairfax County Public Schools,Woodson High,Black,24,19,79
2019,SCH,Fairfax County Public Schools,Woodson High,Economically Disadvantaged,61,44,72
2019,SCH,Fairfax County Public Schools,Woodson High,English Learners,43,29,67
2019,SCH,Fairfax County Public Schools,Woodson High,Female,274,246,90
2019,SCH,Fairfax County Public Schools,Woodson High,Hispanic,54,39,72
2019,SCH,Fairfax County Public Schools,Woodson High,Male,264,216,82
2019,SCH,Fairfax County Public Schools,Woodson High,Multiple Races,36,33,92
2019,SCH,Fairfax County Public Schools,Woodson High,Native Hawaiian,<,<,<
2019,SCH,Fairfax County Public Schools,Woodson High,Students with Disabilities,73,54,74
2019,SCH,Fairfax County Public Schools,Woodson High,White,276,240,87
2019,SCH,Falls Church City Public Schools,Meridian High,All Students,183,156,85
2019,SCH,Falls Church City Public Schools,Meridian High,Asian,18,15,83
2019,SCH,Falls Church City Public Schools,Meridian High,Black,10,<,<
2019,SCH,Falls Church City Public Schools,Meridian High,Economically Disadvantaged,13,12,92
2019,SCH,Falls Church City Public Schools,Meridian High,English Learners,12,<,<
2019,SCH,Falls Church City Public Schools,Meridian High,Female,90,80,89
2019,SCH,Falls Church City Public Schools,Meridian High,Hispanic,28,21,75
2019,SCH,Falls Church City Public Schools,Meridian High,Male,93,76,82
2019,SCH,Falls Church City Public Schools,Meridian High,Multiple Races,18,12,67
2019,SCH,Falls Church City Public Schools,Meridian High,Students with Disabilities,32,24,75
2019,SCH,Falls Church City Public Schools,Meridian High,White,109,102,94
2019,SCH,Fauquier County Public Schools,Fauquier High,All Students,327,227,69
2019,SCH,Fauquier County Public Schools,Fauquier High,American Indian,<,<,<
2019,SCH,Fauquier County Public Schools,Fauquier High,Asian,<,<,<
2019,SCH,Fauquier County Public Schools,Fauquier High,Black,28,11,39
2019,SCH,Fauquier County Public Schools,Fauquier High,Economically Disadvantaged,59,26,44
2019,SCH,Fauquier County Public Schools,Fauquier High,English Learners,<,<,<
2019,SCH,Fauquier County Public Schools,Fauquier High,Female,168,129,77
2019,SCH,Fauquier County Public Schools,Fauquier High,Hispanic,39,25,64
2019,SCH,Fauquier County Public Schools,Fauquier High,Male,159,98,62
2019,SCH,Fauquier County Public Schools,Fauquier High,Multiple Races,<,<,<
2019,SCH,Fauquier County Public Schools,Fauquier High,Students with Disabilities,36,17,47
2019,SCH,Fauquier County Public Schools,Fauquier High,White,241,183,76
2019,SCH,Fauquier County Public Schools,Kettle Run High,All Students,281,208,74
2019,SCH,Fauquier County Public Schools,Kettle Run High,Asian,<,<,<
2019,SCH,Fauquier County Public Schools,Kettle Run High,Black,14,<,<
2019,SCH,Fauquier County Public Schools,Kettle Run High,Economically Disadvantaged,35,17,49
2019,SCH,Fauquier County Public Schools,Kettle Run High,English Learners,<,<,<
2019,SCH,Fauquier County Public Schools,Kettle Run High,Female,142,112,79
2019,SCH,Fauquier County Public Schools,Kettle Run High,Hispanic,28,16,57
2019,SCH,Fauquier County Public Schools,Kettle Run High,Male,139,96,69
2019,SCH,Fauquier County Public Schools,Kettle Run High,Multiple Races,<,<,<
2019,SCH,Fauquier County Public Schools,Kettle Run High,Native Hawaiian,<,<,<
2019,SCH,Fauquier County Public Schools,Kettle Run High,Students with Disabilities,32,15,47
2019,SCH,Fauquier County Public Schools,Kettle Run High,White,225,172,76
2019,SCH,Fauquier County Public Schools,Liberty High,All Students,291,171,59
2019,SCH,Fauquier County Public Schools,Liberty High,American Indian,<,<,<
2019,SCH,Fauquier County Public Schools,Liberty High,Black,29,22,76
2019,SCH,Fauquier County Public Schools,Liberty High,Economically Disadvantaged,106,52,49
2019,SCH,Fauquier County Public Schools,Liberty High,English Learners,21,<,<
2019,SCH,Fauquier County Public Schools,Liberty High,Female,155,113,73
2019,SCH,Fauquier County Public Schools,Liberty High,Hispanic,65,42,65
2019,SCH,Fauquier County Public Schools,Liberty High,Male,136,58,43
2019,SCH,Fauquier County Public Schools,Liberty High,Multiple Races,11,<,<
2019,SCH,Fauquier County Public Schools,Liberty High,Students with Disabilities,45,16,36
2019,SCH,Fauquier County Public Schools,Liberty High,White,184,103,56
2019,SCH,Floyd County Public Schools,Floyd County High,All Students,146,97,66
2019,SCH,Floyd County Public Schools,Floyd County High,American Indian,<,<,<
2019,SCH,Floyd County Public Schools,Floyd County High,Black,<,<,<
2019,SCH,Floyd County Public Schools,Floyd County High,Economically Disadvantaged,65,38,58
2019,SCH,Floyd County Public Schools,Floyd County High,English Learners,<,<,<
2019,SCH,Floyd County Public Schools,Floyd County High,Female,72,57,79
2019,SCH,Floyd County Public Schools,Floyd County High,Hispanic,<,<,<
2019,SCH,Floyd County Public Schools,Floyd County High,Male,74,40,54
2019,SCH,Floyd County Public Schools,Floyd County High,Multiple Races,<,<,<
2019,SCH,Floyd County Public Schools,Floyd County High,Students with Disabilities,15,<,<
2019,SCH,Floyd County Public Schools,Floyd County High,White,132,86,65
2019,SCH,Fluvanna County Public Schools,Fluvanna County High,All Students,272,168,62
2019,SCH,Fluvanna County Public Schools,Fluvanna County High,Asian,<,<,<
2019,SCH,Fluvanna County Public Schools,Fluvanna County High,Black,41,23,56
2019,SCH,Fluvanna County Public Schools,Fluvanna County High,Economically Disadvantaged,83,42,51
2019,SCH,Fluvanna County Public Schools,Fluvanna County High,English Learners,<,<,<
2019,SCH,Fluvanna County Public Schools,Fluvanna County High,Female,142,99,70
2019,SCH,Fluvanna County Public Schools,Fluvanna County High,Hispanic,<,<,<
2019,SCH,Fluvanna County Public Schools,Fluvanna County High,Male,130,69,53
2019,SCH,Fluvanna County Public Schools,Fluvanna County High,Multiple Races,12,<,<
2019,SCH,Fluvanna County Public Schools,Fluvanna County High,Students with Disabilities,30,13,43
2019,SCH,Fluvanna County Public Schools,Fluvanna County High,White,209,134,64
2019,SCH,Franklin City Public Schools,Franklin High,All Students,60,25,42
2019,SCH,Franklin City Public Schools,Franklin High,Black,48,19,40
2019,SCH,Franklin City Public Schools,Franklin High,Economically Disadvantaged,38,16,42
2019,SCH,Franklin City Public Schools,Franklin High,English Learners,<,<,<
2019,SCH,Franklin City Public Schools,Franklin High,Female,31,18,58
2019,SCH,Franklin City Public Schools,Franklin High,Hispanic,<,<,<
2019,SCH,Franklin City Public Schools,Franklin High,Male,29,<,<
2019,SCH,Franklin City Public Schools,Franklin High,Multiple Races,<,<,<
2019,SCH,Franklin City Public Schools,Franklin High,Students with Disabilities,<,<,<
2019,SCH,Franklin City Public Schools,Franklin High,White,<,<,<
2019,SCH,Franklin County Public Schools,Franklin County High,All Students,463,257,56
2019,SCH,Franklin County Public Schools,Franklin County High,Asian,<,<,<
2019,SCH,Franklin County Public Schools,Franklin County High,Black,35,19,54
2019,SCH,Franklin County Public Schools,Franklin County High,Economically Disadvantaged,178,68,38
2019,SCH,Franklin County Public Schools,Franklin County High,English Learners,12,<,<
2019,SCH,Franklin County Public Schools,Franklin County High,Female,218,151,69
2019,SCH,Franklin County Public Schools,Franklin County High,Hispanic,31,17,55
2019,SCH,Franklin County Public Schools,Franklin County High,Male,245,106,43
2019,SCH,Franklin County Public Schools,Franklin County High,Multiple Races,16,<,<
2019,SCH,Franklin County Public Schools,Franklin County High,Students with Disabilities,55,17,31
2019,SCH,Franklin County Public Schools,Franklin County High,White,378,211,56
2019,SCH,Frederick County Public Schools,James Wood High,All Students,326,195,60
2019,SCH,Frederick County Public Schools,James Wood High,American Indian,<,<,<
2019,SCH,Frederick County Public Schools,James Wood High,Asian,<,<,<
2019,SCH,Frederick County Public Schools,James Wood High,Black,11,<,<
2019,SCH,Frederick County Public Schools,James Wood High,Economically Disadvantaged,86,34,40
2019,SCH,Frederick County Public Schools,James Wood High,English Learners,<,<,<
2019,SCH,Frederick County Public Schools,James Wood High,Female,159,109,69
2019,SCH,Frederick County Public Schools,James Wood High,Hispanic,18,<,<
2019,SCH,Frederick County Public Schools,James Wood High,Male,167,86,51
2019,SCH,Frederick County Public Schools,James Wood High,Multiple Races,<,<,<
2019,SCH,Frederick County Public Schools,James Wood High,Students with Disabilities,34,<,<
2019,SCH,Frederick County Public Schools,James Wood High,White,285,171,60
2019,SCH,Frederick County Public Schools,Millbrook High,All Students,321,195,61
2019,SCH,Frederick County Public Schools,Millbrook High,Asian,<,<,<
2019,SCH,Frederick County Public Schools,Millbrook High,Black,16,12,75
2019,SCH,Frederick County Public Schools,Millbrook High,Economically Disadvantaged,108,53,49
2019,SCH,Frederick County Public Schools,Millbrook High,English Learners,37,12,32
2019,SCH,Frederick County Public Schools,Millbrook High,Female,158,99,63
2019,SCH,Frederick County Public Schools,Millbrook High,Hispanic,81,38,47
2019,SCH,Frederick County Public Schools,Millbrook High,Male,163,96,59
2019,SCH,Frederick County Public Schools,Millbrook High,Multiple Races,16,11,69
2019,SCH,Frederick County Public Schools,Millbrook High,Students with Disabilities,28,11,39
2019,SCH,Frederick County Public Schools,Millbrook High,White,199,127,64
2019,SCH,Frederick County Public Schools,Sherando High,All Students,298,181,61
2019,SCH,Frederick County Public Schools,Sherando High,American Indian,<,<,<
2019,SCH,Frederick County Public Schools,Sherando High,Asian,<,<,<
2019,SCH,Frederick County Public Schools,Sherando High,Black,12,<,<
2019,SCH,Frederick County Public Schools,Sherando High,Economically Disadvantaged,78,41,53
2019,SCH,Frederick County Public Schools,Sherando High,English Learners,11,<,<
2019,SCH,Frederick County Public Schools,Sherando High,Female,159,111,70
2019,SCH,Frederick County Public Schools,Sherando High,Hispanic,48,25,52
2019,SCH,Frederick County Public Schools,Sherando High,Male,139,70,50
2019,SCH,Frederick County Public Schools,Sherando High,Multiple Races,13,<,<
2019,SCH,Frederick County Public Schools,Sherando High,Students with Disabilities,27,<,<
2019,SCH,Frederick County Public Schools,Sherando High,White,217,135,62
2019,SCH,Fredericksburg City Public Schools,James Monroe High,All Students,227,144,63
2019,SCH,Fredericksburg City Public Schools,James Monroe High,American Indian,<,<,<
2019,SCH,Fredericksburg City Public Schools,James Monroe High,Asian,11,<,<
2019,SCH,Fredericksburg City Public Schools,James Monroe High,Black,84,47,56
2019,SCH,Fredericksburg City Public Schools,James Monroe High,Economically Disadvantaged,96,47,49
2019,SCH,Fredericksburg City Public Schools,James Monroe High,English Learners,20,10,50
2019,SCH,Fredericksburg City Public Schools,James Monroe High,Female,116,78,67
2019,SCH,Fredericksburg City Public Schools,James Monroe High,Hispanic,37,21,57
2019,SCH,Fredericksburg City Public Schools,James Monroe High,Male,111,66,59
2019,SCH,Fredericksburg City Public Schools,James Monroe High,Multiple Races,10,<,<
2019,SCH,Fredericksburg City Public Schools,James Monroe High,Native Hawaiian,<,<,<
2019,SCH,Fredericksburg City Public Schools,James Monroe High,Students with Disabilities,21,<,<
2019,SCH,Fredericksburg City Public Schools,James Monroe High,White,83,58,70
2019,SCH,Galax City Public Schools,Galax High,All Students,86,49,57
2019,SCH,Galax City Public Schools,Galax High,American Indian,<,<,<
2019,SCH,Galax City Public Schools,Galax High,Asian,<,<,<
2019,SCH,Galax City Public Schools,Galax High,Black,<,<,<
2019,SCH,Galax City Public Schools,Galax High,Economically Disadvantaged,50,22,44
2019,SCH,Galax City Public Schools,Galax High,English Learners,16,<,<
2019,SCH,Galax City Public Schools,Galax High,Female,43,31,72
2019,SCH,Galax City Public Schools,Galax High,Hispanic,26,11,42
2019,SCH,Galax City Public Schools,Galax High,Male,43,18,42
2019,SCH,Galax City Public Schools,Galax High,Multiple Races,<,<,<
2019,SCH,Galax City Public Schools,Galax High,Students with Disabilities,<,<,<
2019,SCH,Galax City Public Schools,Galax High,White,51,34,67
2019,SCH,Giles County Public Schools,Giles High,All Students,102,58,57
2019,SCH,Giles County Public Schools,Giles High,Economically Disadvantaged,36,14,39
2019,SCH,Giles County Public Schools,Giles High,English Learners,<,<,<
2019,SCH,Giles County Public Schools,Giles High,Female,50,38,76
2019,SCH,Giles County Public Schools,Giles High,Hispanic,<,<,<
2019,SCH,Giles County Public Schools,Giles High,Male,52,20,38
2019,SCH,Giles County Public Schools,Giles High,Multiple Races,<,<,<
2019,SCH,Giles County Public Schools,Giles High,Students with Disabilities,<,<,<
2019,SCH,Giles County Public Schools,Giles High,White,95,56,59
2019,SCH,Giles County Public Schools,Narrows High,All Students,57,27,47
2019,SCH,Giles County Public Schools,Narrows High,Asian,<,<,<
2019,SCH,Giles County Public Schools,Narrows High,Economically Disadvantaged,29,12,41
2019,SCH,Giles County Public Schools,Narrows High,Female,26,14,54
2019,SCH,Giles County Public Schools,Narrows High,Hispanic,<,<,<
2019,SCH,Giles County Public Schools,Narrows High,Male,31,13,42
2019,SCH,Giles County Public Schools,Narrows High,Students with Disabilities,<,<,<
2019,SCH,Giles County Public Schools,Narrows High,White,55,25,45
2019,SCH,Gloucester County Public Schools,Gloucester High,All Students,391,199,51
2019,SCH,Gloucester County Public Schools,Gloucester High,Asian,<,<,<
2019,SCH,Gloucester County Public Schools,Gloucester High,Black,24,14,58
2019,SCH,Gloucester County Public Schools,Gloucester High,Economically Disadvantaged,157,63,40
2019,SCH,Gloucester County Public Schools,Gloucester High,English Learners,<,<,<
2019,SCH,Gloucester County Public Schools,Gloucester High,Female,185,122,66
2019,SCH,Gloucester County Public Schools,Gloucester High,Hispanic,20,13,65
2019,SCH,Gloucester County Public Schools,Gloucester High,Male,206,77,37
2019,SCH,Gloucester County Public Schools,Gloucester High,Multiple Races,16,<,<
2019,SCH,Gloucester County Public Schools,Gloucester High,Students with Disabilities,29,<,<
2019,SCH,Gloucester County Public Schools,Gloucester High,White,330,164,50
2019,SCH,Goochland County Public Schools,Goochland High,All Students,200,141,71
2019,SCH,Goochland County Public Schools,Goochland High,Black,35,23,66
2019,SCH,Goochland County Public Schools,Goochland High,Economically Disadvantaged,22,11,50
2019,SCH,Goochland County Public Schools,Goochland High,English Learners,<,<,<
2019,SCH,Goochland County Public Schools,Goochland High,Female,105,80,76
2019,SCH,Goochland County Public Schools,Goochland High,Hispanic,10,<,<
2019,SCH,Goochland County Public Schools,Goochland High,Male,95,61,64
2019,SCH,Goochland County Public Schools,Goochland High,Multiple Races,<,<,<
